location,information,sales_price
Nilüfer - Ataevler Mahallesi,Daire | 4+1 | 8. Kat | 250 m²,41.000 TL45.000 TL
Yıldırım - Değirmenlikızık Mahallesi,Daire | 2+0 | 5. Kat | 120 m²,13.000 TL
Osmangazi - Yahşibey Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,14.000 TL17.000 TL
Gemlik - Cumhuriyet Mahallesi,Daire | 3+1 | 10. Kat | 120 m²,25.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 4. Kat | 70 m²,12.000 TL
Gemlik - Dr. Ziya Kaya Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,15.000 TL
Nilüfer - Beşevler Mahallesi,Daire | 5+1 | 4. Kat | 240 m²,45.000 TL
Nilüfer - Balkan Mahallesi,Daire | 3+1 | 3. Kat | 174 m²,23.500 TL
Osmangazi - Kiremitçi Mahallesi,Daire | 3+1 | 10. Kat | 140 m²,26.000 TL
İnegöl - Orhaniye Mahallesi,Daire | 2+1 | 3. Kat | 80 m²,12.000 TL
Mudanya - Güzelyalı Burgaz Mahallesi,Daire | 2+1 | 2. Kat | 125 m²,23.000 TL
Mudanya - Güzelyalı Eğitim Mahallesi,Daire | 1+1 | 3. Kat | 75 m²,20.000 TL
Gemlik - Kumla Mahallesi,Daire | 2+1 | 3. Kat | 85 m²,20.000 TL
Nilüfer - İhsaniye Mahallesi,Daire | 4+1 | 2. Kat | 140 m²,20.000 TL
Osmangazi - Dikkaldırım Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,2.250.000 TL
Osmangazi - Alemdar Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,8.500 TL9.500 TL
Nilüfer - Altınşehir Mahallesi,Daire | 2+1 | Bahçe katı | 105 m²,26.000 TL
Osmangazi - Nalbantoğlu Mahallesi,Daire | 1 Oda | 3. Kat | 20 m²,3.000 TL
Yıldırım - Piremir Mahallesi,Daire | 3+1 | Yüksek giriş | 85 m²,15.000 TL
Osmangazi - Dikkaldırım Mahallesi,Daire | 2+1 | Bahçe katı | 155 m²,15.000 TL
Yıldırım - Emirsultan Mahallesi,Daire | 2+1 | 2. Kat | 95 m²,15.000 TL
Osmangazi - Sakarya Mahallesi,Daire | 1+1 | 2. Kat | 70 m²,16.000 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 4. Kat | 65 m²,20.000 TL
İnegöl - Yeniceköy Mahallesi,Daire | 1.5+1 | 4. Kat | 80 m²,9.500 TL
Nilüfer - 30 Ağustos Zafer Mahallesi,Daire | 3+1 | 5. Kat | 155 m²,23.000 TL
Mudanya - Ömerbey Mahallesi,Daire | 3+1 | Bahçe katı | 160 m²,45.000 TL
Nilüfer - İhsaniye Mahallesi,Daire | 3+1 | 3. Kat | 120 m²,27.000 TL31.500 TL
Mudanya - Güzelyalı Eğitim Mahallesi,Daire | 3+1 | 1. Kat | 150 m²,20.000 TL
Osmangazi - Altıparmak Mahallesi,Daire | 2+1 | 5. Kat | 110 m²,16.000 TL
Osmangazi - Hüdavendigar Mahallesi,Daire | 3+1 | 5. Kat | 210 m²,28.000 TL
Nilüfer - Balkan Mahallesi,Daire | 2+1 | Bahçe katı | 70 m²,16.500 TL
Nilüfer - 30 Ağustos Zafer Mahallesi,Daire | 2+1 | 3. Kat | 92 m²,19.500 TL
Osmangazi - Veysel Karani Mahallesi,Daire | 2+1 | 3. Kat | 145 m²,16.000 TL
Yıldırım - Bağlaraltı Mahallesi,Daire | 3+1 | 1. Kat | 140 m²,18.000 TL
Osmangazi - Elmasbahçeler Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,16.000 TL
Yıldırım - Kurtoğlu Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,25.000 TL
Osmangazi - Maksem Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 95 m²,18.000 TL
Nilüfer - Demirci Mahallesi,Daire | 3+1 | 1. Kat | 170 m²,25.000 TL
Yıldırım - Millet Mahallesi,Daire | 2+1 | 1. Kat | 125 m²,30.000 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 3. Kat | 70 m²,15.000 TL
Osmangazi - Koğukçınar Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,16.500 TL
Osmangazi - Altıparmak Mahallesi,Daire | 3+1 | 4. Kat | 190 m²,21.000 TL
Nilüfer - Beşevler Mahallesi,Daire | 2+1 | 1. Kat | 120 m²,23.000 TL
Orhangazi - Tekke Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,18.000 TL
Orhangazi - Tekke Mahallesi,Daire | 3+1 | Yüksek giriş | 110 m²,20.000 TL
Osmangazi - Soğanlı Mahallesi,Daire | 1.5+1 | 2. Kat | 90 m²,11.000 TL
Orhangazi - Arapzade Mahallesi,Daire | 3+1 | 5. Kat | 135 m²,15.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 1+1 | 3. Kat | 69 m²,14.000 TL
Yıldırım - Yeşil Mahallesi,Daire | 2+1 | Yüksek giriş | 85 m²,18.000 TL
Yıldırım - Millet Mahallesi,Daire | 3+1 | 4. Kat | 155 m²,39.000 TL
Nilüfer - İhsaniye Mahallesi,Daire | 2+1 | Kot 3 (-3). Kat | 140 m²,26.000 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 3. Kat | 80 m²,13.000 TL
Osmangazi - İntizam Mahallesi,Daire | 3+1 | 5. Kat | 115 m²,16.000 TL
Osmangazi - Çekirge Mahallesi,Daire | 3+1 | 3. Kat | 230 m²,35.000 TL
Karacabey - Emirsultan Mahallesi,Daire | 2+1 | 4. Kat | 130 m²,11.000 TL
Mudanya - Halitpaşa Mahallesi,Daire | 3+1 | 6. Kat | 145 m²,25.000 TL
İnegöl - Yeniceköy Mahallesi,Daire | 5+1 | 3. Kat | 220 m²,18.000 TL
Nilüfer - 30 Ağustos Zafer Mahallesi,Daire | 3+1 | 1. Kat | 147 m²,25.000 TL
Nilüfer - 30 Ağustos Zafer Mahallesi,Daire | 3+1 | 2. Kat | 137 m²,26.000 TL
Yıldırım - Selimzade Mahallesi,Daire | 4+1 | 4. Kat | 260 m²,29.750 TL
