location,information,sales_price
Üsküdar - Yavuztürk Mahallesi,Daire | 3+1 | 6. Kat | 130 m²,47.500 TL
Üsküdar - Güzeltepe Mahallesi,Daire | 4+1 | 3. Kat | 170 m²,55.000 TL
Sancaktepe - Atatürk Mahallesi,Daire | 2+1 | Çatı katı | 95 m²,23.000 TL
Kadıköy - Hasanpaşa Mahallesi,Daire | 2+1 | 2. Kat | 61 m²,32.000 TL
Esenyurt - Necip Fazıl Kısakürek Mahallesi,Daire | 2+1 | Çatı katı | 120 m²,12.000 TL
Kartal - Soğanlık Yeni Mahallesi,Daire | 2+1 | 4. Kat | 80 m²,23.000 TL
Esenyurt - Barbaros Hayrettin Paşa Mahallesi,Daire | 2+1 | 1. Kat | 110 m²,22.500 TL
Bahçelievler - Zafer Mahallesi,Daire | 1+1 | Bahçe katı | 70 m²,24.000 TL
Ümraniye - Tepeüstü Mahallesi,Daire | 2+1 | 3. Kat | 140 m²,29.000 TL
Üsküdar - Murat Reis Mahallesi,Daire | 1+1 | 4. Kat | 65 m²,40.000 TL
Ataşehir - Mustafa Kemal Mahallesi,Daire | 3+1 | 4. Kat | 125 m²,34.000 TL
Eyüpsultan - Karadolap Mahallesi,Daire | 2.5+1 | 1. Kat | 120 m²,19.000 TL
Sarıyer - Çamlıtepe Mahallesi,Daire | 1+1 | Bahçe katı | 60 m²,29.000 TL
Ümraniye - Çakmak Mahallesi,Daire | 1+1 | Bahçe katı | 70 m²,19.000 TL
Ümraniye - Altınşehir Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,28.000 TL
Ümraniye - Çakmak Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,27.000 TL
Üsküdar - Murat Reis Mahallesi,Daire | 4+1 | 3. Kat | 160 m²,49.000 TL
Kartal - Orta Mahallesi,Daire | 3+1 | 2. Kat | 120 m²,36.000 TL
Küçükçekmece - Tevfik Bey Mahallesi,Daire | 1+1 | 6. Kat | 55 m²,26.000 TL
Sarıyer - Sarıyer Merkez Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,40.000 TL
Ümraniye - Site Mahallesi,Daire | 4+1 | 3. Kat | 160 m²,32.000 TL34.500 TL
Üsküdar - Kısıklı Mahallesi,Daire | 4+1 | 4. Kat | 150 m²,45.000 TL
Ümraniye - Atakent Mahallesi,Daire | 3+1 | Yüksek giriş | 100 m²,31.000 TL
Bayrampaşa - Orta Mahallesi,Daire | 2+1 | Çatı katı | 100 m²,20.000 TL
Bayrampaşa - Kartaltepe Mahallesi,Daire | 2+1 | 3. Kat | 85 m²,35.000 TL
Maltepe - Fındıklı Mahallesi,Daire | 1+1 | Kot 1 (-1). Kat | 55 m²,20.000 TL
Bayrampaşa - Kartaltepe Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 65 m²,20.000 TL
Küçükçekmece - Atatürk Mahallesi,Daire | 2+1 | 5. Kat | 80 m²,16.000 TL
Üsküdar - Valide-i Atik Mahallesi,Daire | 2+1 | 4. Kat | 75 m²,29.500 TL
Bağcılar - Hürriyet Mahallesi,Daire | 5+1 | Düz Giriş (Zemin) | 230 m²,30.000 TL36.000 TL
Avcılar - Denizköşkler Mahallesi,Daire | 4+2 | 4. Kat | 220 m²,30.000 TL
Küçükçekmece - Kanarya Mahallesi,Daire | 3+1 | 1. Kat | 115 m²,30.000 TL
Sultangazi - Sultançiftliği Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,23.000 TL
Küçükçekmece - Kemalpaşa Mahallesi,Daire | 3+1 | 1. Kat | 110 m²,29.000 TL
Pendik - Güzelyalı Mahallesi,Daire | 1+1 | 4. Kat | 70 m²,15.000 TL
Kağıthane - Sultan Selim Mahallesi,Daire | 2+1 | 1. Kat | 70 m²,13.000 TL
Esenler - Kazım Karabekir Mahallesi,Daire | 3+1 | Bahçe katı | 110 m²,17.000 TL
Şişli - Merkez Mahallesi,Daire | 3+1 | 6. Kat | 140 m²,57.000 TL
Sancaktepe - Emek Mahallesi,Daire | 1+1 | 4. Kat | 75 m²,46.000 TL51.000 TL
Sultanbeyli - Mimar Sinan Mahallesi,Daire | 2+1 | 1. Kat | 108 m²,35.000 TL
Çekmeköy - Güngören Mahallesi,Daire | 1+1 | 4. Kat | 78 m²,39.000 TL
Sarıyer - Zekeriyaköy Mahallesi,Daire | 3+1 | 4. Kat | 150 m²,52.000 TL
Ataşehir - Ferhatpaşa Mahallesi,Daire | 3+1 | 5. Kat | 150 m²,25.000 TL
Kağıthane - Ortabayır Mahallesi,Daire | 1 Oda | 2. Kat | 75 m²,20.000 TL
Beşiktaş - Yıldız Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,79.000 TL
Bakırköy - Zuhuratbaba Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,75.000 TL
Çekmeköy - Mimar Sinan Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,28.000 TL
Bahçelievler - Hürriyet Mahallesi,Daire | 1+1 | Yüksek giriş | 75 m²,27.000 TL
Çekmeköy - Güngören Mahallesi,Daire | 4+1 | 1. Kat | 254 m²,95.000 TL
Çekmeköy - Alemdağ Mahallesi,Daire | 3+1 | 1. Kat | 105 m²,32.000 TL
Çekmeköy - Alemdağ Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,25.000 TL
Küçükçekmece - Atakent Mahallesi,Daire | 2+1 | 10. Kat | 120 m²,55.000 TL
Küçükçekmece - Atakent Mahallesi,Daire | 3+0 | 8. Kat | 140 m²,55.000 TL
Küçükçekmece - Atakent Mahallesi,Daire | 1+1 | Yüksek giriş | 55 m²,28.000 TL
Esenler - Turgut Reis Mahallesi,Daire | 2+1 | 2. Kat | 105 m²,26.000 TL
Bağcılar - Fatih Mahallesi,Daire | 3+1 | Çatı katı | 125 m²,18.500 TL
Beşiktaş - Yıldız Mahallesi,Daire | 1 Oda | Düz Giriş (Zemin) | 38 m²,30.000 TL
Küçükçekmece - Kartaltepe Mahallesi,Daire | 2+1 | 1. Kat | 110 m²,25.000 TL
Pendik - Çınardere Mahallesi,Daire | 3.5+1 | 9. Kat | 155 m²,75.000 TL
Üsküdar - Selami Ali Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,35.000 TL
Sultangazi - Cebeci Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,24.000 TL
Kadıköy - Feneryolu Mahallesi,Daire | 2+1 | 9. Kat | 90 m²,75.000 TL
Gaziosmanpaşa - Sarıgöl Mahallesi,Daire | 2+1 | 1. Kat | 75 m²,12.500 TL
Bakırköy - Kartaltepe Mahallesi,Daire | 3+1 | 3. Kat | 110 m²,65.000 TL
Sarıyer - İstinye Mahallesi,Daire | 3+1 | 2. Kat | 135 m²,62.000 TL
Bayrampaşa - İsmet Paşa Mahallesi,Daire | 3+1 | Kot 4 (-4). Kat | 103 m²,62.000 TL
Sultangazi - Sultançiftliği Mahallesi,Daire | 1+1 | 4. Kat | 75 m²,18.000 TL
Bahçelievler - Fevzi Çakmak Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,25.000 TL
Ümraniye - Namık Kemal Mahallesi,Daire | 2+1 | Çatı katı | 75 m²,45.000 TL
Üsküdar - Bulgurlu Mahallesi,Daire | 1+1 | Bahçe katı | 55 m²,28.000 TL
Beylikdüzü - Marmara Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,27.000 TL
Sancaktepe - İnönü Mahallesi,Daire | 2+1 | 1. Kat | 95 m²,32.000 TL
Beşiktaş - Muradiye Mahallesi,Daire | 2+1 | 2. Kat | 70 m²,30.000 TL
Sancaktepe - Veysel Karani Mahallesi,Daire | 2+1 | 2. Kat | 75 m²,22.000 TL
Sarıyer - Kocataş Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,20.000 TL
Bakırköy - Yeşilköy Mahallesi,Daire | 3+1 | 4. Kat | 95 m²,45.000 TL
Küçükçekmece - Atakent Mahallesi,Daire | 3+1 | 6. Kat | 132 m²,42.500 TL
Küçükçekmece - Atakent Mahallesi,Daire | 3+1 | 5. Kat | 152 m²,47.500 TL
Esenyurt - Pınar Mahallesi,Daire | 2+1 | Bahçe katı | 100 m²,11.000 TL
Sancaktepe - Abdurrahmangazi Mahallesi,Daire | 5+1 | Bahçe katı | 360 m²,235.000 TL260.000 TL
Üsküdar - Aziz Mahmut Hüdayi Mahallesi,Daire | 3+1 | 2. Kat | 85 m²,37.000 TL
Ataşehir - İçerenköy Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,42.000 TL45.000 TL
Ümraniye - Altınşehir Mahallesi,Daire | 1+1 | 2. Kat | 90 m²,21.000 TL
Üsküdar - Mimar Sinan Mahallesi,Daire | 2+1 | Yüksek giriş | 75 m²,30.000 TL
Silivri - Yeni Mahallesi,Daire | 2+1 | 12. Kat | 75 m²,19.500 TL
Fatih - Yedikule Mahallesi,Daire | 1+1 | Yüksek giriş | 70 m²,17.500 TL
Esenyurt - Pınar Mahallesi,Daire | 2+1 | Bahçe katı | 90 m²,11.000 TL
Kağıthane - Gültepe Mahallesi,Daire | 2+1 | Kot 3 (-3). Kat | 65 m²,25.000 TL
Üsküdar - Zeynep Kamil Mahallesi,Daire | 3+1 | Bahçe katı | 110 m²,30.000 TL
Kadıköy - Caddebostan Mahallesi,Daire | 2+1 | 11. Kat | 125 m²,110.000 TL
Sultangazi - 50. Yıl Mahallesi,Daire | 2+1 | 5. Kat | 110 m²,23.000 TL25.000 TL
Kağıthane - Gürsel Mahallesi,Daire | 3+1 | 4. Kat | 110 m²,27.000 TL29.000 TL
Kağıthane - Talatpaşa Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,35.500 TL
Kağıthane - Talatpaşa Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,35.500 TL
Sancaktepe - Atatürk Mahallesi,Daire | 2+1 | 1. Kat | 110 m²,30.000 TL35.000 TL
Kağıthane - Talatpaşa Mahallesi,Daire | 2+1 | 6. Kat | 75 m²,38.500 TL
Sultanbeyli - Mehmet Akif Mahallesi,Daire | 2+1 | 4. Kat | 85 m²,25.000 TL
Eyüpsultan - Topçular Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 60 m²,17.000 TL
Esenler - Nine Hatun Mahallesi,Daire | 2+1 | Bahçe katı | 80 m²,20.000 TL
Kağıthane - Talatpaşa Mahallesi,Daire | 2+1 | 13. Kat | 75 m²,38.500 TL
Pendik - Güzelyalı Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,23.000 TL25.000 TL
Sultangazi - İsmetpaşa Mahallesi,Daire | 2+1 | 2. Kat | 128 m²,28.000 TL
Küçükçekmece - Cennet Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 95 m²,26.000 TL
Şişli - Mecidiyeköy Mahallesi,Daire | 2+1 | Bahçe katı | 75 m²,23.000 TL
Ataşehir - Atatürk Mahallesi,Daire | 1+1 | 13. Kat | 45 m²,45.000 TL
Esenyurt - Yeşilkent Mahallesi,Daire | 1+1 | 10. Kat | 90 m²,17.000 TL
Maltepe - Altayçeşme Mahallesi,Daire | 1+1 | 24. Kat | 65 m²,43.000 TL46.000 TL
Büyükçekmece - Pınartepe Mahallesi,Daire | 3+1 | 2. Kat | 149 m²,50.000 TL
Sultangazi - İsmetpaşa Mahallesi,Daire | 2+1 | 1. Kat | 95 m²,17.500 TL
Kağıthane - Gürsel Mahallesi,Daire | 2+1 | 1. Kat | 85 m²,19.000 TL
Esenler - Birlik Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,28.000 TL
Kadıköy - Zühtüpaşa Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,35.000 TL
Kağıthane - Çağlayan Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 95 m²,30.000 TL
Kağıthane - Sultan Selim Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 85 m²,31.000 TL
Beyoğlu - Cihangir Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,38.500 TL
Pendik - Yenişehir Mahallesi,Daire | 1+1 | 9. Kat | 67 m²,26.500 TL
Esenyurt - Yeşilkent Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,17.500 TL
