location,information,sales_price
Çiğli - Küçük Çiğli Mahallesi,Daire | 1+1 | 1. Kat | 70 m²,22.000 TL
Karşıyaka - İnönü Mahallesi,Daire | 3+1 | 6. Kat | 118 m²,44.500 TL
Menemen - 30 Ağustos Mahallesi,Daire | 3+1 | 1. Kat | 180 m²,45.000 TL
Bornova - Birlik Mahallesi,Daire | 2.5+1 | 4. Kat | 100 m²,21.500 TL
Çiğli - Esentepe Mahallesi,Daire | 3+1 | 3. Kat | 135 m²,36.000 TL
Bornova - Yeşilova Mahallesi,Daire | 2+1 | 4. Kat | 135 m²,42.000 TL
Çiğli - Ataşehir Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,42.000 TL
Çiğli - Ataşehir Mahallesi,Daire | 2+1 | 1. Kat | 66 m²,52.000 TL
Menemen - 29 Ekim Mahallesi,Daire | 3+1 | 9. Kat | 150 m²,42.000 TL
Karşıyaka - Yalı Mahallesi,Daire | 2+1 | 6. Kat | 70 m²,47.000 TL
Karabağlar - Sarıyer Mahallesi,Daire | 2+1 | Yüksek giriş | 105 m²,14.000 TL15.000 TL
Bornova - Atatürk Mahallesi,Daire | 3+1 | Kot 1 (-1). Kat | 100 m²,22.000 TL
Çiğli - Ataşehir Mahallesi,Daire | 3+1 | 5. Kat | 174 m²,72.500 TL
Foça - Mustafa Kemal Atatürk Mahallesi,Daire | 2+1 | Bahçe katı | 85 m²,35.000 TL
Karşıyaka - Dedebaşı Mahallesi,Daire | 3+1 | 3. Kat | 140 m²,35.000 TL
Bornova - İnönü Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 85 m²,16.000 TL
Aliağa - Siteler Mahallesi,Daire | 2+1 | 7. Kat | 95 m²,28.000 TL
Menemen - İnönü Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,15.500 TL
Kiraz - Cumhuriyet Mahallesi,Daire | 3+1 | Yüksek giriş | 110 m²,13.000 TL
Kiraz - Cumhuriyet Mahallesi,Daire | 1+1 | 4. Kat | 70 m²,13.000 TL
Bayraklı - Org. Nafiz Gürman Mahallesi,Daire | 2+1 | Yüksek giriş | 92 m²,10.000 TL
Karabağlar - Poligon Mahallesi,Daire | 3+1 | Yüksek giriş | 130 m²,32.000 TL34.000 TL
Aliağa - Kültür Mahallesi,Daire | 2+1 | 3. Kat | 85 m²,35.000 TL
Aliağa - Atatürk Mahallesi,Daire | 3+1 | 4. Kat | 120 m²,30.000 TL
Kiraz - Cumhuriyet Mahallesi,Daire | 3+1 | 3. Kat | 120 m²,15.000 TL
Karabağlar - Yunus Emre Mahallesi,Daire | 1+1 | Yüksek giriş | 80 m²,15.000 TL
Buca - Adatepe Mahallesi,Daire | 2+1 | Yüksek giriş | 110 m²,20.000 TL
Bergama - Ertuğrul Mahallesi,Daire | 2+1 | 1. Kat | 80 m²,17.000 TL18.000 TL
Konak - Göztepe Mahallesi,Daire | 3+1 | 7. Kat | 165 m²,65.000 TL
Karşıyaka - Aksoy Mahallesi,Daire | 3+1 | 2. Kat | 120 m²,25.000 TL
Bornova - Atatürk Mahallesi,Daire | Stüdyo | Düz Giriş (Zemin) | 40 m²,20.000 TL
Menderes - Gölcükler Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 72 m²,20.500 TL
Çiğli - Cumhuriyet Mahallesi,Daire | 3+1 | 7. Kat | 125 m²,18.500 TL21.000 TL
Karaburun - Mordoğan Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,15.000 TL
Konak - İsmet Paşa Mahallesi,Daire | 1+1 | 2. Kat | 35 m²,9.000 TL
Karşıyaka - Bostanlı Mahallesi,Daire | 3+1 | 1. Kat | 110 m²,43.000 TL46.000 TL
Bergama - Atatürk Mahallesi,Daire | 3+1 | Yüksek giriş | 140 m²,23.000 TL25.000 TL
Karabağlar - Gülyaka Mahallesi,Daire | 2+1 | 3. Kat | 75 m²,22.000 TL
Dikili - İsmetpaşa Mahallesi,Daire | 3+1 | 5. Kat | 145 m²,35.000 TL
Menderes - Çukuraltı Mahallesi,Daire | 1+1 | Bahçe katı | 100 m²,75.000 TL
Menderes - Çukuraltı Mahallesi,Daire | 3+1 | 2. Kat | 100 m²,25.000 TL
Menderes - Ahmetbeyli Mahallesi,Daire | 2+1 | Bahçe katı | 120 m²,20.000 TL
Bornova - İnönü Mahallesi,Daire | 3+1 | Yüksek giriş | 130 m²,27.000 TL30.000 TL
Konak - Mithatpaşa Mahallesi,Daire | 1+1 | Yüksek giriş | 110 m²,30.000 TL
Karabağlar - Reis Mahallesi,Daire | 3+1 | 3. Kat | 120 m²,25.000 TL
Karabağlar - Metin Oktay Mahallesi,Daire | 3+1 | 6. Kat | 110 m²,27.500 TL29.500 TL
Buca - Mustafa Kemal Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,16.000 TL
Karşıyaka - Bostanlı Mahallesi,Daire | 2+1 | 5. Kat | 110 m²,25.000 TL
Konak - Kahramanlar Mahallesi,Daire | 2+1 | 4. Kat | 110 m²,39.500 TL
Konak - Kültür Mahallesi,Daire | 2+1 | 7. Kat | 130 m²,70.000 TL
Karabağlar - Poligon Mahallesi,Daire | 4+1 | 4. Kat | 150 m²,40.000 TL
Buca - Kuruçeşme Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,21.000 TL
Torbalı - Torbalı Mahallesi,Daire | 3+1 | 1. Kat | 160 m²,26.000 TL
Torbalı - Ertuğrul Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,26.000 TL
Konak - Murat Reis Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,35.000 TL37.500 TL
Bayraklı - Mansuroğlu Mahallesi,Daire | 2+1 | 7. Kat | 85 m²,35.000 TL
Bornova - Koşukavak Mahallesi,Daire | 2+1 | 14. Kat | 100 m²,28.000 TL
Kemalpaşa - Sekiz Eylül Mahallesi,Daire | 3+1 | 4. Kat | 150 m²,28.000 TL30.000 TL
Karşıyaka - Örnekköy Mahallesi,Daire | 1+1 | 5. Kat | 55 m²,21.000 TL
Menemen - İstiklal Mahallesi,Daire | 3.5+1 | 7. Kat | 150 m²,32.500 TL
Karabağlar - Reis Mahallesi,Daire | 3+1 | 3. Kat | 125 m²,22.000 TL
Buca - Yaylacık Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,18.000 TL
Çiğli - Evka-5 Mahallesi,Daire | 3+1 | 1. Kat | 117 m²,20.000 TL
Urla - M. Fevzi Çakmak Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 115 m²,45.000 TL
Urla - Çamlıçay Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,40.000 TL
Çiğli - Şirintepe Mahallesi,Daire | 2+1 | 1. Kat | 120 m²,19.000 TL
Karabağlar - Yunus Emre Mahallesi,Daire | 3+1 | Yüksek giriş | 125 m²,20.000 TL22.000 TL
Çiğli - Yeni Mahalle Mahallesi,Daire | 3+2 | Kot 2 (-2). Kat | 135 m²,33.000 TL
Buca - Yeşilbağlar Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,17.000 TL
Buca - Barış Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,25.000 TL
Bayraklı - R. Şevket İnce Mahallesi,Daire | 2+1 | 4. Kat | 95 m²,27.000 TL
Buca - Kuruçeşme Mahallesi,Daire | 1+1 | 2. Kat | 45 m²,17.000 TL
Konak - Kılıç Reis Mahallesi,Daire | 2+1 | 1. Kat | 95 m²,28.500 TL
Konak - Çahabey Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,17.500 TL
Karşıyaka - Şemikler Mahallesi,Daire | 3+1 | 2. Kat | 125 m²,29.000 TL
