location,information,sales_price
Manavgat - Yayla Mahallesi,Daire | 2+1 | 3. Kat | 85 m²,18.500 TL
Alanya - Çarşı Mahallesi,Daire | 2+1 | 3. Kat | 105 m²,35.000 TL
Finike - Hasyurt Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,22.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 3+1 | 11. Kat | 185 m²,44.000 TL
Alanya - Kargıcak Mahallesi,Daire | 1+1 | 4. Kat | 75 m²,20.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 1+1 | 2. Kat | 47 m²,10.000 TL
Muratpaşa - Şirinyalı Mahallesi,Daire | 3+1 | 10. Kat | 175 m²,120.000 TL
Muratpaşa - Şirinyalı Mahallesi,Daire | 3+1 | 7. Kat | 175 m²,110.000 TL
Aksu - Altıntaş Mahallesi,Daire | 2+1 | 3. Kat | 83 m²,29.500 TL
Konyaaltı - Liman Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,26.000 TL
Muratpaşa - Fener Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 55 m²,35.000 TL45.000 TL
Konyaaltı - Hurma Mahallesi,Daire | 3+1 | 6. Kat | 130 m²,30.000 TL
Muratpaşa - Üçgen Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,25.000 TL
Aksu - Altıntaş Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 70 m²,20.000 TL
Alanya - Tosmur Mahallesi,Daire | 1+1 | 5. Kat | 55 m²,15.000 TL
Konyaaltı - Liman Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,25.000 TL
Alanya - Kestel Mahallesi,Daire | 1+1 | 4. Kat | 65 m²,2.250.000 TL
Alanya - Kargıcak Mahallesi,Daire | 2+1 | 1. Kat | 95 m²,35.000 TL
Alanya - Sugözü Mahallesi,Daire | 4+1 | 2. Kat | 215 m²,50.000 TL
Konyaaltı - Arapsuyu Mahallesi,Daire | 2+1 | Çatı katı | 100 m²,23.000 TL
Alanya - Payallar Mahallesi,Daire | 1+1 | 4. Kat | 50 m²,15.000 TL
Konyaaltı - Liman Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,24.000 TL
Alanya - Payallar Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,10.000 TL
Konyaaltı - Arapsuyu Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,23.000 TL
Aksu - Altıntaş Mahallesi,Daire | 2.5+1 | Çatı Dubleks | 110 m²,17.000 TL
Serik - Belek Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,30.000 TL
Konyaaltı - Liman Mahallesi,Daire | 5+1 | 4. Kat | 300 m²,100.000 TL
Alanya - Konaklı Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,14.000 TL
Alanya - Kestel Mahallesi,Daire | 1+1 | 5. Kat | 70 m²,10.000 TL11.000 TL
Alanya - Dinek Mahallesi,Daire | 2+1 | 5. Kat | 140 m²,16.000 TL18.000 TL
Manavgat - Çağlayan Mahallesi,Daire | 3+1 | 3. Kat | 140 m²,25.000 TL
Alanya - Dinek Mahallesi,Daire | 2+1 | 5. Kat | 140 m²,16.000 TL18.000 TL
Manavgat - Çağlayan Mahallesi,Daire | 3+1 | 3. Kat | 140 m²,25.000 TL
Alanya - Kızlar Pınarı Mahallesi,Daire | 2+1 | 6. Kat | 120 m²,18.000 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | Yüksek giriş | 65 m²,15.000 TL
Kepez - Kepez Mahallesi,Daire | 2+1 | 1. Kat | 106 m²,22.000 TL
Alanya - Oba Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,15.000 TL
Alanya - Şekerhane Mahallesi,Daire | 2+1 | 4. Kat | 110 m²,22.000 TL
Alanya - Kestel Mahallesi,Daire | 2+1 | 4. Kat | 150 m²,45.400 TL
Alanya - Payallar Mahallesi,Daire | 1 Oda | 3. Kat | 30 m²,20.000 TL
Alanya - Payallar Mahallesi,Daire | 1 Oda | 3. Kat | 30 m²,17.500 TL19.000 TL
Alanya - Payallar Mahallesi,Daire | Stüdyo | 3. Kat | 25 m²,20.000 TL25.000 TL
Manavgat - Çağlayan Mahallesi,Daire | 2+1 | 4. Kat | 120 m²,15.000 TL
Alanya - Oba Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,14.999 TL
Konyaaltı - Gürsu Mahallesi,Daire | 4+1 | Çatı Dubleks | 240 m²,65.000 TL70.000 TL
Kepez - Güneş Mahallesi,Daire | 3+1 | 12. Kat | 120 m²,18.000 TL
Alanya - Kargıcak Mahallesi,Daire | 3+1 | Çatı Dubleks | 235 m²,38.000 TL
Muratpaşa - Güzeloba Mahallesi,Daire | 1+1 | 2. Kat | 90 m²,2.500 TL
Alanya - Cumhuriyet Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,40.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 2+1 | 10. Kat | 120 m²,19.000 TL
Alanya - Çıplaklı Mahallesi,Daire | 2+1 | 2. Kat | 95 m²,15.000 TL
Konyaaltı - Hurma Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,23.000 TL
Alanya - Çarşı Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,15.000 TL
Konyaaltı - Hurma Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 50 m²,18.000 TL
Konyaaltı - Liman Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,34.000 TL
Konyaaltı - Hurma Mahallesi,Daire | 3+1 | 2. Kat | 145 m²,34.000 TL
Kaş - Andifli Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,30.000 TL
Alanya - Güller Pınarı Mahallesi,Daire | 2+1 | 3. Kat | 120 m²,15.000 TL
Alanya - Oba Mahallesi,Daire | 1+1 | 3. Kat | 50 m²,15.000 TL
Alanya - Çıplaklı Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,15.000 TL20.000 TL
Alanya - Cumhuriyet Mahallesi,Daire | 2+1 | Bahçe katı | 100 m²,20.000 TL
Kepez - Yeni Emek Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,21.000 TL
Finike - Hasyurt Mahallesi,Daire | 4+1 | 5. Kat | 170 m²,37.000 TL
Kepez - Atatürk Mahallesi,Daire | 3+1 | 3. Kat | 185 m²,25.000 TL
Alanya - Büyükhasbahçe Mahallesi,Daire | 2+1 | 3. Kat | 80 m²,25.000 TL
Muratpaşa - Yüksekalan Mahallesi,Daire | 2+1 | 3. Kat | 75 m²,25.000 TL
Alanya - Saray Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,14.250 TL
Kepez - Aydoğmuş Mahallesi,Daire | 3+1 | 5. Kat | 135 m²,20.000 TL
Alanya - Payallar Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,15.000 TL
Kepez - Kepez Mahallesi,Daire | 2+1 | 5. Kat | 120 m²,25.000 TL
Konyaaltı - Hurma Mahallesi,Daire | 1+1 | Yüksek giriş | 62 m²,24.500 TL
Kepez - Gülveren Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,20.000 TL
Muratpaşa - Fener Mahallesi,Daire | 3+1 | 7. Kat | 220 m²,160.000 TL
Serik - Kadriye Mahallesi,Daire | 1+1 | 3. Kat | 80 m²,20.000 TL
Finike - Hasyurt Mahallesi,Daire | 4+1 | 5. Kat | 170 m²,37.000 TL
Kepez - Gündoğdu Mahallesi,Daire | 2+1 | 3. Kat | 80 m²,18.250 TL
Alanya - Oba Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,30.000 TL
Kepez - Şafak Mahallesi,Daire | 4+1 | 3. Kat | 180 m²,28.000 TL
Kepez - Varsak Esentepe Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,15.000 TL
Alanya - Cikcilli Mahallesi,Daire | 2+1 | 4. Kat | 85 m²,20.000 TL
Elmalı - Gündoğan Mahallesi,Daire | Stüdyo | Düz Giriş (Zemin) | 65 m²,13.000 TL
Alanya - Cumhuriyet Mahallesi,Daire | 2+1 | 3. Kat | 85 m²,24.000 TL
Serik - Belek Mahallesi,Daire | 1+1 | Çatı Dubleks | 55 m²,25.000 TL
Konyaaltı - Uncalı Mahallesi,Daire | 4+1 | Bahçe katı | 240 m²,78.000 TL
Konyaaltı - Uncalı Mahallesi,Daire | 5+1 | 4. Kat | 300 m²,80.000 TL
Konyaaltı - Sarısu Mahallesi,Daire | 2+1 | 2. Kat | 150 m²,35.000 TL
Kepez - Varsak Esentepe Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,15.700 TL
Muratpaşa - Kızıltoprak Mahallesi,Daire | 2+1 | 1. Kat | 110 m²,30.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 2+1 | Çatı Dubleks | 120 m²,20.000 TL
Alanya - Kadıpaşa Mahallesi,Daire | 5+2 | Kot 4 (-4). Kat | 300 m²,30.000 TL
Manavgat - Dikmen Mahallesi,Daire | 2+1 | 2. Kat | 125 m²,13.000 TL
